"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"월드 오브 마인크래프트","142689645","https://www.yes24.com/product/goods/142689645","게임","Mojang Studio 저/이주안 역","영진닷컴","2025년 02월","35,000","31,500","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1110,NA,"Y",NA,NA,NA,NA,NA,NA,"마인크래프트 탄생 15주년 기념 스페셜 에디션마인크래프트는 여러 가지 블록으로 이루어진 자원을 이용해 멋진 건축물을 만들거나, 무기를 만들어 적과 싸우는 등 다양한 활동을 할 수 있는 게임이다. 전 세계 수억...","https://image.yes24.com/goods/142689645/L"
"한 시간 만에 게임 만들기","141835517","https://www.yes24.com/product/goods/141835517","게임","게임도칸 저/김은철, 유세라 역","영진닷컴","2025년 01월","26,000","23,400","10","9.8","회원리뷰(18건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,612,NA,"Y",NA,NA,NA,NA,NA,NA,"간단한 C언어 지식 만으로 만드는 7가지 클래식 게임게임 엔진의 대중화 이후 게임 개발은 예전보다 매우 쉬워졌지만, 여전히 초보자에게는 높은 벽으로 느껴진다. 그 이유는 여러 가지가 있지만 가장 큰 이유를 하...","https://image.yes24.com/goods/141835517/L"
"레트로 게이밍 가이드북","141383309","https://www.yes24.com/product/goods/141383309","게임","조 반스 원저/김수환 역","서울문화사","2025년 01월","15,800","14,220","10","10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,624,NA,"Y",NA,NA,NA,NA,NA,NA,"클래식 게임부터 최신 게임까지!1980년대부터 2000년대를 대표하는 게임들의 재발견!〈레트로 게이밍 가이드북〉이 책은 〈PAC-MAN〉부터 〈슈퍼 마리오 브라더스〉까지 놀랍도록 멋진 클래식 게임들을 소개한 가이...","https://image.yes24.com/goods/141383309/L"
"게임 디자이너를 위한 문서 작성 기술","140829584","https://www.yes24.com/product/goods/140829584","게임","주진영 저","성안당","2025년 01월","18,000","16,200","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,333,NA,"Y",NA,NA,NA,NA,NA,NA,"게임 디자이너를 위한 문서 작성 기술게임 디자이너를 지망하는 많은 이들이 문서 정리의 효용성에 대해서 궁금해한다. 많은 경험자들은 문서를 팀원들이 모두 꼼꼼하게 읽지 않는다는 것을 알고 있고, 문서에 쓸 문...","https://image.yes24.com/goods/140829584/L"
"로드 오브 히어로즈 아트북","140182063","https://www.yes24.com/product/goods/140182063","게임","클로버게임즈㈜ 저","다산코믹스","2025년 01월","43,000","38,700","10","10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,408,NA,"Y",NA,NA,NA,NA,NA,NA,"텀블벅 펀딩 목표 금액 2,871%의 신화,『로드 오브 히어로즈 아트북』 서점 정식 출간!클로버게임즈의 인기 모바일 RPG 게임 ‘로드 오브 히어로즈’는 플레이어가 아발론의 군주가 되어 세계를 변화시키기 위해 다...","https://image.yes24.com/goods/140182063/L"
"슈팅 게임 프로젝트","144193523","https://www.yes24.com/product/goods/144193523","게임","정찬용 저","BOOKK(부크크)","2025년 01월","25,000","25,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"슈팅 게임의 기본을 학습하면서 유니티 엔진으로 프로젝트를 만들어 본다. 유니티게임제작 첫걸음에 수록되었던 슈팅 예제를 기반으로 유니티6용 프로젝트로 소개한다.","https://image.yes24.com/goods/144193523/L"
"게임 엔진 리뷰","143640480","https://www.yes24.com/product/goods/143640480","게임","정찬용 저","BOOKK(부크크)","2025년 01월","20,000","20,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"게임 엔진은 단순한 개발 도구를 넘어, 게임 창작자가 상상력을 현실로 전환하는 핵심 기술이다. 게임 엔진 간 비교와 이해를 돕기 위해 동일한 샘플 게임을 몇 개의 엔진에서 구현하는 과정도 수록했다. 게임 리포...","https://image.yes24.com/goods/143640480/L"
"언리얼 엔진 5를 사용한 건축 시각화","140247254","https://www.yes24.com/product/goods/140247254","게임","루도비코 팔메리 저/김제룡, 이보람 역","에이콘출판사","2024년 12월","43,000","38,700","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,"에이콘 게임 개발 프로그래밍 시리즈",366,NA,"Y",NA,34,NA,NA,"Y",NA,"언리얼 엔진 5는 게임 개발뿐만 아니라 영화나 건축 영역까지 사용 범위를 넓히고 있다. 특히 사실적이고 몰입감 있는 고품질 환경을 만들 수 있어 건축 영역에 활용되고 있다. 현실 같은 건축 렌더링으로 상호작용...","https://image.yes24.com/goods/140247254/L"
"게임 프로젝트 레퍼런스","141399736","https://www.yes24.com/product/goods/141399736","게임","정찬용 저","BOOKK(부크크)","2024년 12월","24,000","24,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"유니티 게임엔진을 이용해 작은 게임 프로젝트를 완성해가면서 게임 제작 과정을 단계별로 설명한다.유니티 특유의 작업 방식과 C# 코드를 함께 다루어 게임 개발의 전반적인 이해를 돕고자 노력했다.유니티로 게임 ...","https://image.yes24.com/goods/141399736/L"
"게임 엔진 리포트","141135385","https://www.yes24.com/product/goods/141135385","게임","정찬일 저","BOOKK(부크크)","2024년 12월","20,000","20,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,"게임 엔진은 단순히 게임을 작동시키는 기술적 도구를 넘어, 창의적 아이디어를 구현하고 상상력을 현실로 전환하는 필수적인 플랫폼이다. 저는 이 책을 통해, 잘 알려진 게임 엔진뿐만 아니라 덜 알려진 엔진들까지...","https://image.yes24.com/goods/141135385/L"
"아케인 아트북","139707317","https://www.yes24.com/product/goods/139707317","게임","엘리자베스 빈센텔리, 라이엇 게임즈 저/정호운 역","제우미디어","2024년 12월","50,000","50,000",NA,"10.0","회원리뷰(3건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,3048,NA,NA,NA,NA,NA,NA,NA,NA,"""리그 오브 레전드""의 화려한 세계관을 보여준 『아케인』그 예술적인 애니메이션의 모든 것을 담은 공식 아트북에미상 최우수 애니메이션상을 수상한 최초의 넷플릭스 시리즈 『아케인』은 평론가들의 호평과 팬들...","https://image.yes24.com/goods/139707317/L"
"골든래빗 잡학툰 9권 세트","142994820","https://www.yes24.com/product/goods/142994820","게임","윤진, 이영욱, 키두니스트, 돈미니 저/우동닉 글그림 외 7명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    윤진
                                                                이영욱
                                                                키두니스트
                                                                돈미니
                                                                우동닉
                                                                김화인
                                                                하얀쥐
                                                                토박
                                                                권정민
                                                                이솔
                                                                주형
                                                                샤다라빠","골든래빗","2024년 12월","184,500","167,050","10","9.8","회원리뷰(152건)","2일 이내 (5/13, 화) 출고예정",NA,"9권",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142994820/L"
"마인크래프트 건축 가이드 미니 프로젝트 4","139859964","https://www.yes24.com/product/goods/139859964","게임","Mojang Studio 저/이주안 역","영진닷컴","2024년 12월","12,000","10,800","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1788,NA,"Y",NA,NA,NA,NA,NA,NA,"마인크래프트 건축 공식 가이드작지만 놀라운 마인크래프트 미니 건축 가이드 마인크래프트는 여러 가지 블록으로 이루어진 자원을 이용해 멋진 건축물을 만들거나, 무기를 만들어 적과 싸우는 등 다양한 활동을 할 ...","https://image.yes24.com/goods/139859964/L"
"생성형 AI를 활용한 게임 개발","139882194","https://www.yes24.com/product/goods/139882194","게임","정금호 저","로드북","2024년 12월","27,000","24,300","10","8.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2088,NA,"Y",NA,21,NA,NA,"Y",NA,"ChatGPT, Tesor.Art, Udio 등의 생성형 AI를 활용하여 게임을 만들고 앱 스토어에 배포까지 따라하며 배울 수 있는 책이다. AI로 게임을 만들기 위해서는 많은 시행착오를 겪어야 하지만, 저자가 먼저 수많은 시도와...","https://image.yes24.com/goods/139882194/L"
"마인크래프트 1일 1페이지 아이디어 북","138803135","https://www.yes24.com/product/goods/138803135","게임","Mojang Studio 저/이주안 역","영진닷컴","2024년 11월","25,000","22,500","10","9.8","회원리뷰(10건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,660,NA,"Y",NA,NA,NA,NA,NA,NA,"마인크래프트 건축 공식 가이드하루에 하나씩 150개의 놀라운 건축 아이디어 모음집마인크래프트는 여러 가지 블록으로 이루어진 자원을 이용해 멋진 건축물을 만들거나, 무기를 만들어 적과 싸우는 등 다양한 활동...","https://image.yes24.com/goods/138803135/L"
"C++ 스크립트를 활용한 언리얼 엔진 5 게임 개발","138798290","https://www.yes24.com/product/goods/138798290","게임","젠유 조지 리 저/진석준 역","에이콘출판사","2024년 11월","38,000","34,200","10","7.3","회원리뷰(6건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘 게임 개발 프로그래밍 시리즈",2484,NA,"Y",NA,30,NA,NA,"Y",NA,"C++와 객체지향의 기본적인 개념을 배우는 것부터 시작해 C++ 스크립트와 언리얼 블루프린트를 활용해 실제 게임을 개발하는 과정을 차근차근 설명하는 책이다. 게임 액터와 캐릭터를 만들고 이를 제어하는 법, 다양...","https://image.yes24.com/goods/138798290/L"
"ComfyUI 100선","136900237","https://www.yes24.com/product/goods/136900237","게임","조지훈 저","비엘북스","2024년 11월","33,000","29,700","10","9.2","회원리뷰(5건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,4050,NA,"Y",NA,NA,NA,NA,NA,NA,"100단계의 스텝으로 차근차근 알아보는 ComfyUI 입문과 활용60여 개의 ComfyUI 워크플로우 예제 제공ComfyUI는 Stable Diffusion을 기반으로 한 강력한 생성형 AI 툴로, 직관적이고 확장성 있는 그래픽 작업 환경을 ...","https://image.yes24.com/goods/136900237/L"
"이토록 쉬운 3ds Max 베이직 클래스","137028549","https://www.yes24.com/product/goods/137028549","게임","이동후 저","루비페이퍼","2024년 11월","44,000","39,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,486,NA,NA,NA,2,NA,NA,NA,NA,"3ds Max 2024 업그레이드단순히 3ds Max 툴을 배우는 것을 넘어서 3D 모델링의 기본 원리와 접근 방법을 자세히 설명한다. 저자의 오랜 실무 경험을 바탕으로 학습을 방해하는 불필요한 기능 설명을 최소화하고, 독...","https://image.yes24.com/goods/137028549/L"
"게임을 지원하는 고전 알고리즘","138916012","https://www.yes24.com/product/goods/138916012","게임","정찬용 저","BOOKK(부크크)","2024년 10월","20,000","20,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,"이 책은 Unity 게임엔진을 사용해 게임을 개발하려는 이들에게 필수적인 고전 알고리즘의 개념과 활용법을 설명했다. 게임 개발 과정에서 자주 사용되는 알고리즘의 기초와 원리를 알려주고 일부 예에서는 Unity와의...","https://image.yes24.com/goods/138916012/L"
"게임 데이터 분석의 노하우","136299633","https://www.yes24.com/product/goods/136299633","게임","씽킹데이터 저/제갈진우 역","AK(에이케이 커뮤니케이션즈)","2024년 10월","29,000","27,550","5","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,678,NA,"Y",NA,4,NA,NA,NA,NA,"직관을 넘어 이제는 데이터로!게임의 성패를 가르는 데이터 분석의 모든 것!!기초부터 실무까지, 데이터로 게임을 이해하고 성장시키는 방법!이 책은 게임에 특화된 관점에서 데이터를 어떻게 이해하고, 수집하며, ...","https://image.yes24.com/goods/136299633/L"
"한 권으로 배우는 게임 프로그래밍","135854770","https://www.yes24.com/product/goods/135854770","게임","박태준, 박효재, 윤하연 저","한빛미디어","2024년 10월","28,000","25,200","10","9.8","회원리뷰(11건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,3399,NA,"Y",NA,5,22400,NA,"Y",NA,"게임 개발자에게 필요한 것은화려한 포트폴리오가 아닌 체계적인 이론 지식!이 책은 특정 엔진이나 기술에 국한되지 않고 게임 개발의 전반적인 개념과 지식을 다룬다. 이를 통해 게임 세계가 어떻게 만들어지는지 ...","https://image.yes24.com/goods/135854770/L"
"내일은 유니티(Unity)","135440240","https://www.yes24.com/product/goods/135440240","게임","이우령 저","김앤북","2024년 10월","39,000","35,100","10","9.8","회원리뷰(17건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,840,NA,"Y",NA,6,NA,NA,NA,NA,"『내일은 유니티』는 유니티를 처음 배우는 시점부터 이를 활용하여 무언가를 만들어 내는 시점까지의 과정을 두 부분(기초 입문편 + 응용 실전편)으로 나누었다. 한 권으로 입문부터 실전까지 완성할 수 있는 구성...","https://image.yes24.com/goods/135440240/L"
"언리얼 엔진5 액션 게임 만들기","135361721","https://www.yes24.com/product/goods/135361721","게임","강상용 저","BOOKK(부크크)","2024년 10월","19,900","19,900",NA,"6.0","회원리뷰(2건)",NA,NA,NA,NA,138,NA,NA,"절판",NA,NA,NA,NA,NA,"이 책에서는 언리얼 엔진5를 활용하여 액션 게임 프로그래밍을 단계적으로 따라가며 학습할 수 있다. 한장 한장 만들어가면서 이 책의 끝에 도달하였을 때 나만의 멋진 게임을 가지게 될 것이다. 이 책을 시작하기에...","https://image.yes24.com/goods/135361721/L"
"게임 디자인","135361570","https://www.yes24.com/product/goods/135361570","게임","류석원 저","BOOKK(부크크)","2024년 10월","19,700","19,700",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,"이전에는 컴퓨터 그래픽스와 게임이 주된 관심 영역이었으나 최근에 가상현실과 메타버스라는 새로운 분야가 출현하였다. 가상현실은 컴퓨터 내부에 가상으로 만든 현실 같은 공간이다. 메타버스는 가상현실 개념에...","https://image.yes24.com/goods/135361570/L"
"만들면서 배우는 40개의 엔트리 게임 + 인공지능 게임","134637039","https://www.yes24.com/product/goods/134637039","게임","전진아, 김수연 저","앤써북","2024년 09월","21,000","18,900","10","10.0","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2판 전면개정판",NA,3858,NA,NA,NA,3,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/134637039/L"
"the AI GRAPHICS","131192112","https://www.yes24.com/product/goods/131192112","게임","김성완, 김한재, 류내원, 박상준, 이든 저 외 7명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    김성완
                                                                김한재
                                                                류내원
                                                                박상준
                                                                이든
                                                                오지훈
                                                                윤석장
                                                                전혜정
                                                                조남경
                                                                조지훈
                                                                진수지
                                                                최돈현","비엘북스","2024년 09월","44,000","39,600","10","10.0","회원리뷰(3건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,4332,NA,NA,NA,7,NA,NA,NA,"Y","생성 AI, 이제는 활용의 시대!12명의 생성 AI 고수들이 공개하는 그래픽 노하우가 한 권에2023년은 많은 이들에게 AI라는 거대한 가능성을 발견한 해였다. 예술과 디자인, 창작의 모든 영역에서 AI가 어떻게 활용될 ...","https://image.yes24.com/goods/131192112/L"
"위대한 게임의 시작 : 게임 시나리오 작법","133822162","https://www.yes24.com/product/goods/133822162","게임","이진희 저","한빛미디어","2024년 09월","32,000","28,800","10","9.8","회원리뷰(9건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1266,NA,"Y",NA,5,25600,NA,"Y",NA,"위대한 게임은 ‘완벽히 설계된 스토리’에서 탄생한다플레이어를 매료시키는 스토리텔링의 비밀을 밝혀라!""최고 전문가에게 배우는 게임 시나리오 작법 바이블""게임 시나리오 작법을 위한 필독서, 『이론과 실전으...","https://image.yes24.com/goods/133822162/L"
"유니티 교과서","133232411","https://www.yes24.com/product/goods/133232411","게임","기타무라 마나미 저/김은철, 유세라 역","길벗","2024년 09월","33,000","29,700","10","10.0","회원리뷰(13건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정7판",NA,4983,NA,"Y",NA,5,26400,NA,"Y",NA,"검증된 베스트셀러 『유니티 교과서』유니티 2023 버전에 맞춰 개정!그림으로 이해하고 만들면서 익히는 가장 쉬운 유니티 입문서!『유니티 교과서』(개정7판)은 유니티를 사용해 2D/3D 게임과 애니메이션을 만들면...","https://image.yes24.com/goods/133232411/L"
"엘든 링 오피셜 아트북 Volume. 2","130757228","https://www.yes24.com/product/goods/130757228","게임","프롬 소프트웨어 원저","데이즈엔터","2024년 09월","50,000","50,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"노블엔진 Novel Engine",834,NA,NA,NA,NA,NA,NA,NA,NA,"이 책은 2022년 2월 25일 발매된 액션 RPG, 『엘든 링』 제작 시에 그려진 방대한 이미지 보드, 설정화 등을 정리 및 수집할 목적으로 주식회사 프롬 소프트웨어의 협조를 받아 편집되었다. 800점을 넘는 원화를 수...","https://image.yes24.com/goods/130757228/L"
"엘든 링 오피셜 아트북 Volume. I","130756764","https://www.yes24.com/product/goods/130756764","게임","프롬 소프트웨어 원저","데이즈엔터","2024년 09월","50,000","50,000",NA,NA,NA,NA,NA,NA,"노블엔진 Novel Engine",1086,NA,NA,"품절",NA,NA,NA,NA,NA,"이 책은 2022년 2월 25일 발매된 액션 RPG, 『엘든 링』 제작 시에 그려진 방대한 이미지 보드, 설정화 등을 정리 및 수집할 목적으로 주식회사 프롬 소프트웨어의 협조를 받아 편집되었다. 800점을 넘는 원화를 수...","https://image.yes24.com/goods/130756764/L"
"로블록스 코딩 마스터하기","133202481","https://www.yes24.com/product/goods/133202481","게임","마크 키프 저/이진수 역","영진닷컴","2024년 09월","32,000","28,800","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,915,NA,NA,NA,7,25600,NA,"Y",NA,"고급 프로그래밍을 통한 한 단계 발전된 로블록스 게임 만들기로블록스에서 경험은 모두 다른 사용자가 만든 것이다. 즉, 다른 게이머가 만든 경험을 플레이한다는 의미이다. 아무런 경험이 없더라도 누구나 로블록...","https://image.yes24.com/goods/133202481/L"
"원큐패스 나는야 엔트리 게임 개발자","133199781","https://www.yes24.com/product/goods/133199781","게임","이영호, 최홍송 저","다락원","2024년 09월","17,000","15,300","10","10.0","회원리뷰(43건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"QR동영상+완성작품 실행및코드보기+완성작품 다운로드 서비스",NA,1923,NA,"Y",NA,7,NA,NA,NA,NA,"엔트리의 기초부터 게임 작품 제작까지코딩도 하고 게임도 하는 엔트리 입문서아이들 코딩 공부, 엔트리와 함께 성장한 저자들이 직접 만들고 설명하는 ‘게임 작품’으로 코딩 공부 즐겁게 시작해 보자. 단원별 개...","https://image.yes24.com/goods/133199781/L"
"우리는 왜 게임을 하는가?","132617063","https://www.yes24.com/product/goods/132617063","게임","하얀쥐 글그림","골든래빗","2024년 09월","24,000","21,600","10","9.0","회원리뷰(4건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"만화로 배우는 잡학지식, 잡학툰",1908,NA,"Y",NA,8,19200,NA,"Y",NA,"이기는 게임에서 경험하는 게임으로!무엇이 우리를 게임으로 이끄는가?「하얀쥐」 작가와 함께 게임 속 숨겨진 심리학 코드에서 해답을 찾아라!게임 관련주는 갖고 있지만 게임은 모르는 사람. 게임에 수백 만 원을 ...","https://image.yes24.com/goods/132617063/L"
"리그 오브 레전드 e스포츠를 하면서 즐기자","132549323","https://www.yes24.com/product/goods/132549323","게임","강도경 저","가나북스","2024년 09월","23,000","20,700","10","10.0","회원리뷰(8건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,528,NA,"Y",NA,6,NA,NA,NA,NA,"e스포츠를 스타크래프트로 직접 하면서 즐겼고, 임요환, 홍진호, 이영호, 김택용 등 수많은 선수의 경기를 보면서 울고 웃었지만, 하지만 나이도 들고 시간도 지났고 새로운 e스포츠를 자식과 함께 즐기고 싶지만, ...","https://image.yes24.com/goods/132549323/L"
"게임 밸런스 수치 기획 바이블","130039359","https://www.yes24.com/product/goods/130039359","게임","위안자오양 저/권유라 역","제이펍","2024년 08월","28,000","25,200","10","9.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,5460,NA,"Y",NA,7,19600,NA,"Y",NA,"위대한 게임을 만드는 기획의 핵심은 감이 아니라 데이터 게임 기획에서 비중이 커지고 있는 수치 기획을 전문적으로 다루는 최초의 책이다. 준비 작업, 전투 수치, 경제 수치, 수치 검증, 수익화의 5단계 프로세스...","https://image.yes24.com/goods/130039359/L"
