"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"AUTODESK Fusion 360 CAM 밀링 기본편","145279038","https://www.yes24.com/product/goods/145279038","그래픽/디자인/멀티미디어","서윤원, 배영후 저","청담북스","2025년 04월","35,000","33,250","5",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,306,NA,"Y",NA,NA,NA,NA,NA,NA,"『AUTODESK Fusion 360 CAM 밀링 기본편』은 CAM을 처음 접하는 사람들도 쉽게 이해할 수 있도록 구성했으며, Fusion CAM을 전혀 모르는 사람도 따라할 수 있도록 최대한 쉽게 풀어냈다. 그 중에서도 이 책의 핵심은...","https://image.yes24.com/goods/145279038/L"
"AI 에이전트 시대, 누구나 크리에이터가 되는 콘텐츠 실무서","145575183","https://www.yes24.com/product/goods/145575183","그래픽/디자인/멀티미디어","김진희, 김금란, 강효자, 박창선, 손정영 저 외 5명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    김진희
                                                                김금란
                                                                강효자
                                                                박창선
                                                                손정영
                                                                신유림
                                                                오경희
                                                                이혜영
                                                                진현주
                                                                최재연","미디어북","2025년 04월","20,000","20,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,"『AI 에이전트 시대, 누구나 크리에이터가 되는 콘텐츠 실무서』는 기획에서부터 글쓰기, 이미지와 영상, 음악 콘텐츠에 이르기까지, AI를 활용해 콘텐츠를 만드는 전 과정을 안내한다. 실습 중심의 구성으로, 처음 ...","https://image.yes24.com/goods/145575183/L"
"이게 되네? 챗GPT 미친 크롤링 24제 + 이게 되네? 챗GPT 미친 활용법 71제 세트","145391072","https://www.yes24.com/product/goods/145391072","그래픽/디자인/멀티미디어","오힘찬, 박현규 저","골든래빗","2025년 04월","50,000","45,000","10","9.7","회원리뷰(115건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2권",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/145391072/L"
"포토샵 디자인 스킬북","144887048","https://www.yes24.com/product/goods/144887048","그래픽/디자인/멀티미디어","두이 저","영진닷컴","2025년 04월","26,000","23,400","10","10.0","회원리뷰(4건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,378,NA,"Y",NA,20,NA,NA,"Y",NA,"클래스101 디자인 분야 1위, 어도비클래스 선정 강사누적 수강생 2만 명포토샵 인기 강사 두이가 알려 주는실무 디자인을 업그레이드하는 포토샵 테크닉멋진 디자인을 보면 감탄하면서도 ‘나는 저렇게 만들 수 있을...","https://image.yes24.com/goods/144887048/L"
"이게 되네? 챗GPT 미친 크롤링 24제","144868498","https://www.yes24.com/product/goods/144868498","그래픽/디자인/멀티미디어","박현규 저","골든래빗","2025년 04월","26,000","23,400","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,3936,NA,"Y",NA,20,NA,NA,"Y","Y","클릭보다 빠른 데이터 수집, 코딩 없이 챗GPT와 함께라면 웹 크롤링도 문제없습니다!API부터 나만의 GPTs, 엑셀, 차트, 결과물까지! 이걸 긁네? 웹 크롤링과 자동화의 모든 과정을 한 권으로 완성!하루 1시간으로 데...","https://image.yes24.com/goods/144868498/L"
"AutoCAD 기본 도면 작업하기","125708162","https://www.yes24.com/product/goods/125708162","그래픽/디자인/멀티미디어","백연우, 고길석 저","엔플북스","2025년 04월","24,000","21,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,"1판 2쇄",NA,60,NA,NA,NA,6,NA,NA,NA,NA,"손 제도로 도면을 완성하는 실내건축기능사 예제인 원룸을 도면 작업 순서대로 정리하였고 도면 작업 순서는 실내 인테리어 도면의 실내건축, 건축도면의 전산응용건축제도, 공사시공 순서와 비슷하게 작업이 된다는...","https://image.yes24.com/goods/125708162/L"
"AI 디자인 for e-커머스","144905251","https://www.yes24.com/product/goods/144905251","그래픽/디자인/멀티미디어","지성민 저","로드북","2025년 04월","27,000","24,300","10","10.0","회원리뷰(3건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1884,NA,"Y",NA,NA,NA,NA,NA,NA,"아직까지 AI 디자인은 금나와라 뚝딱 하면 금이 나오는 마술 지팡이가 아니다. 셀 수 없이 많은 AI 툴 중에서 선택 장애가 생길 정도로 무엇을 써야 할지 골치가 아프다. 저자는 수많은 툴을 비교 분석해서 딱 8개의...","https://image.yes24.com/goods/144905251/L"
"골드웨이브로 만드는 입체음향","145628089","https://www.yes24.com/product/goods/145628089","그래픽/디자인/멀티미디어","Puri Choi 저","BOOKK(부크크)","2025년 04월","12,900","12,900",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"입체음향이란 음원의 왼쪽 채널과 오른쪽 채널 사이에 미세한 시차를 주어서 입체적인 공간감을 만들거나, 주파수 차이를 만들어 화음을 냄으로써 입체적인 음색을 내는 것을 말한다. 본 도서는 기초적인 수준부터 ...","https://image.yes24.com/goods/145628089/L"
"할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터","144554031","https://www.yes24.com/product/goods/144554031","그래픽/디자인/멀티미디어","황점희 저","시대인","2025년 04월","12,000","10,800","10","10.0","회원리뷰(3건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,228,NA,NA,NA,8,NA,NA,"Y",NA,"스마트폰 이용한 영상 촬영에서 편집, 유튜브 업로드까지!스마트폰을 이용해 사진과 영상을 촬영하고 기본 앱인 포토 에디터와 비디오 에디터를 이용해 사진과 동영상을 편집하는 기본적인 방법을 소개한다. 또한 촬...","https://image.yes24.com/goods/144554031/L"
"유튜브 AI 성공 전략 : 쇼츠로 시작해 수익화까지","143973042","https://www.yes24.com/product/goods/143973042","그래픽/디자인/멀티미디어","강민형 저","디지털북스","2025년 04월","22,000","19,800","10","4.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2154,NA,"Y",NA,22,NA,NA,"Y",NA,"AI 시대, 쇼츠와 유튜브로 나만의 성공 스토리를 만들자!AI 시대를 맞아 누구나 손쉽게 유튜브 크리에이터가 될 수 있는 시대가 열렸다. 『유튜브 AI 성공 전략: 쇼츠로 시작해 수익화까지』는 13만 명의 구독자를 ...","https://image.yes24.com/goods/143973042/L"
"된다! 조회수 터지는 유튜브 쇼츠 만들기","143907967","https://www.yes24.com/product/goods/143907967","그래픽/디자인/멀티미디어","최지영 저","이지스퍼블리싱","2025년 04월","22,000","19,800","10","10.0","회원리뷰(23건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"된다! 시리즈",20628,NA,"Y",NA,16,NA,NA,"Y","Y","‘떡상’하는 기획부터 챗GPT, 브루, 캡컷을 활용한 영상 제작까지!첫 영상부터 조회수 터지는 유튜브 쇼츠 전략 대공개제2의 월급을 만들어 주는 수익화 방법도 꾹꾹 눌러 담았다!“유튜브를 하면 좋다는 건 아는데...","https://image.yes24.com/goods/143907967/L"
"포토샵 판타지 아트","144164135","https://www.yes24.com/product/goods/144164135","그래픽/디자인/멀티미디어","JASON KIM 저","영진닷컴","2025년 04월","32,000","28,800","10","10.0","회원리뷰(24건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,186,NA,"Y",NA,25,NA,NA,"Y",NA,"상상 속의 아이디어를 현실로 구현할 수 있는 환상적인 디지털 합성 기술을 소개한다. 『포토샵 판타지 아트』는 포토샵 입문자부터 숙련자까지 모두를 아우르는 내용을 담고 있어, 학습자들이 체계적으로 실력을 키...","https://image.yes24.com/goods/144164135/L"
"초보자도 쉽게 배우는 AUTO CAD 2025","144374571","https://www.yes24.com/product/goods/144374571","그래픽/디자인/멀티미디어","유도현 저","사이버북스","2025년 04월","50,000","50,000",NA,NA,NA,"4일 이내 (5/15, 목) 출고예정",NA,NA,NA,96,NA,NA,NA,50,NA,NA,"Y",NA,NA,"https://image.yes24.com/goods/144374571/L"
"일러스트와 만화를 위한 포즈 노하우","144220706","https://www.yes24.com/product/goods/144220706","그래픽/디자인/멀티미디어","마츠오카 신지 저/고영자 역","영진닷컴","2025년 04월","20,000","18,000","10","9.8","회원리뷰(10건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,690,NA,"Y",NA,NA,NA,NA,NA,NA,"일러스트와 만화에 등장하는 캐릭터는 의상을 착용한 상태에서 포즈를 취하는 경우가 많지만, 의상의 탄력이나 주름 등은 캐릭터의 신체 움직임에 따라 변화합니다. 그러므로 입고 있는 옷을 벗은 상태 즉, 소체로 ...","https://image.yes24.com/goods/144220706/L"
"맛있는 디자인 일러스트레이터 CC 2025","144024038","https://www.yes24.com/product/goods/144024038","그래픽/디자인/멀티미디어","박정아 저","한빛미디어","2025년 03월","27,000","24,300","10","10.0","회원리뷰(16건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"맛있는 디자인",1830,NA,"Y",NA,21,NA,NA,"Y","Y","핵심 기능을 담은 기본편부터 실무 예제가 풍부한 활용편까지,일러스트레이터를 제대로 배우는 가장 완벽한 레시피!그래픽 디자인에 꼭 필요한 일러스트레이터의 기초부터 활용법까지 제대로 배울 수 있다. 일러스트...","https://image.yes24.com/goods/144024038/L"
"프리미어 프로+소라 with AI","143807544","https://www.yes24.com/product/goods/143807544","그래픽/디자인/멀티미디어","장윤제, 오창근 저","길벗캠퍼스","2025년 03월","29,000","29,000",NA,"10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,546,NA,"Y",NA,29,NA,NA,"Y",NA,"콘텐츠 기획, 이미지 소스, 영상 소스, 효과, 음악, 타이틀 제작까지 AI 생성영상 생성의 프롬프트 기초부터 팀 프로젝트 협업을 위한 포트폴리오 구성 제작까지생성형 AI의 등장으로 콘텐츠 창작 전반에 걸쳐 큰 변...","https://image.yes24.com/goods/143807544/L"
"포토샵&일러스트레이터 CC 2025","143544304","https://www.yes24.com/product/goods/143544304","그래픽/디자인/멀티미디어","신미림 저","예문에듀","2025년 03월","26,000","23,400","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,504,NA,"Y",NA,NA,NA,NA,NA,NA,"‘프로’가 되는 ‘효과’, 그래픽 디자인의 완성도를 높여주는 핵심 가이드『포토샵&일러스트레이터 CC 2025』포토샵과 일러스트레이터는 디자인 업무를 수행하기 위해 필수적인 소프트웨어이다. 특히 최근 두 프로...","https://image.yes24.com/goods/143544304/L"
"아이패드 디지털 캘리그라피 N잡러 되기","143513509","https://www.yes24.com/product/goods/143513509","그래픽/디자인/멀티미디어","우연주 저","아티오","2025년 03월","19,500","17,550","10","10.0","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,606,NA,"Y",NA,NA,NA,NA,NA,NA,"디지털 캘리그라피의 모든 것쉽고 빠르게 배우는 디지털 캘리그라피, 손글씨의 새로운 세계로!디지털 시대, 감성을 담은 손글씨와 드로잉을 배우고 싶은 사람들을 위한 맞춤형 가이드북! 『아이패드 디지털 캘리그라...","https://image.yes24.com/goods/143513509/L"
"AutoCAD 오토캐드 2025 기계제도 입문서","144132933","https://www.yes24.com/product/goods/144132933","그래픽/디자인/멀티미디어","이원모 저","메카피아","2025년 03월","30,000","27,000","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,282,NA,"Y",NA,NA,NA,NA,NA,NA,"『AutoCAD 2025 기계제도 입문서』 최신 버전 완벽 반영!『AutoCAD 2025 기계제도 입문서』는 최신 버전의 강력한 기능을 반영하여 초보자부터 실무자까지 누구나 쉽고 효율적으로 학습할 수 있도록 구성되었다. 본 ...","https://image.yes24.com/goods/144132933/L"
"나 혼자 한다 포토샵 & 일러스트레이터 CC 2025","144043796","https://www.yes24.com/product/goods/144043796","그래픽/디자인/멀티미디어","김두한, 황진도, 이상호 저","성안당","2025년 03월","29,000","26,100","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정증보판",NA,78,NA,"Y",NA,23,NA,NA,"Y",NA,"기본 기능부터 생성형 AI까지 쉽게 배우는 그래픽 입문서 이 책은 포토샵 및 일러스트레이터를 처음 접하는 초보자를 위해 프로그램 설치와 파일 저장 등의 기본적인 기능부터 이미지를 다루는 주요 기능을 함께 다...","https://image.yes24.com/goods/144043796/L"
"돈이 되는 AI 영상만들기","143622985","https://www.yes24.com/product/goods/143622985","그래픽/디자인/멀티미디어","심동엽 저","비엘북스","2025년 03월","22,000","19,800","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1836,NA,NA,NA,NA,NA,NA,NA,NA,"AI 영상, 단순한 트렌드가 아니라 ‘돈이 되는’ 시장을 찾아간다최근 몇 년 사이, 영상 콘텐츠의 소비 방식이 빠르게 변화하고 있다. 텍스트보다 영상이 더 강력한 전달력을 가지게 되면서 유튜브, 틱톡, 인스타그...","https://image.yes24.com/goods/143622985/L"
"브이레이 포 스케치업 feat 카오스 밴티지","143880031","https://www.yes24.com/product/goods/143880031","그래픽/디자인/멀티미디어","한정훈 저","정보문화사","2025년 03월","42,000","37,800","10","10.0","회원리뷰(13건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,834,NA,"Y",NA,NA,NA,NA,NA,NA,"V-Ray 시리즈의 완결편경력 30년 이상 건축 디자이너인 저자가 실무에서 누구라도 이 책을 백과사전처럼 활용할 수 있도록 브이레이의 핵심 기능을 선별했다. 반사, 굴절, 범프 등의 각종 재질감부터 실무 예제 그리...","https://image.yes24.com/goods/143880031/L"
"맛있는 디자인 포토샵 CC 2025","143789160","https://www.yes24.com/product/goods/143789160","그래픽/디자인/멀티미디어","윤이사라, 김신애 저","한빛미디어","2025년 03월","25,000","22,500","10","10.0","회원리뷰(18건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2418,NA,"Y",NA,20,NA,NA,"Y","Y","포토샵의 모든 기능을 제대로 배우는 가장 완벽한 레시피! 핵심 기능을 담은 기본편과 실무 예제가 풍부한 활용편으로 쉽고 빠르게 익혀 바로 써먹는다!『맛있는 디자인 포토샵 CC 2025』은 그래픽 디자인의 기본인 ...","https://image.yes24.com/goods/143789160/L"
"영상제작을 위한 DSLR 카메라촬영","144167966","https://www.yes24.com/product/goods/144167966","그래픽/디자인/멀티미디어","최상식 저","구민사","2025년 03월","30,000","30,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,162,NA,"Y",NA,NA,NA,NA,NA,NA,"2020년을 지나면서 방송과 영상, 미디어의 환경이 급격하게 변하고 있고, 최근에는 해마다 달라지고 있다는 것을 실감하고 있다. 이러한 현상이 일어나고 있는 주 원인은 공중파 중심의 방송 환경이 케이블TV와 종편...","https://image.yes24.com/goods/144167966/L"
"CATIA V5","143881433","https://www.yes24.com/product/goods/143881433","그래픽/디자인/멀티미디어","이정호, 이광선, 이용덕 저","예문사","2025년 03월","39,500","35,550","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,270,NA,"Y",NA,NA,NA,NA,NA,NA,"CATIA의 기초부터 실무에서 많이 사용되는 기술까지 단계별로 따라할 수 있는 예제를 통해 CATIA의 다양한 기능을 익히도록 전개하고, 각 장마다 예제와 알아두기를 제공하여 더욱 효율적으로 설계를 진행할 수 있도...","https://image.yes24.com/goods/143881433/L"
"프리미어 프로&애프터 이펙트 CC 2025","143298962","https://www.yes24.com/product/goods/143298962","그래픽/디자인/멀티미디어","심정태 저","예문에듀","2025년 03월","27,000","24,300","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,408,NA,"Y",NA,NA,NA,NA,NA,NA,"‘프로’가 되는 ‘효과’, 영상 제작의 완성도를 높여주는 핵심 가이드『프리미어 프로&애프터 이펙트 CC 2025』영상 편집은 단순한 기술을 넘어, 자신만의 콘텐츠를 제작하고 새로운 기회를 창출할 수 있는 강력한...","https://image.yes24.com/goods/143298962/L"
"대체 불가능한 디자이너 되기","142972932","https://www.yes24.com/product/goods/142972932","그래픽/디자인/멀티미디어","오완원 저","길벗","2025년 03월","22,000","19,800","10","9.8","회원리뷰(9건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1734,NA,"Y",NA,17,NA,NA,"Y",NA,"“회사에 남을 것인가? 프리랜서로 전향할 것인가?”매일 도전과 같은 삶을 사는 디자이너에게나의 가치를 올려 일하는 현명한 방법을 안내합니다. 『대체 불가능한 디자이너 되기』는 저자가 디자인 현장에 직접 부...","https://image.yes24.com/goods/142972932/L"
"솔리드웍스 정적구조 및 유체유동 공학해석 기초","142808183","https://www.yes24.com/product/goods/142808183","그래픽/디자인/멀티미디어","이상만 저","명인북스","2025년 03월","35,000","31,500","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,"솔리드웍스 해석기초의 가장 기본적인 내용을 중심으로 해석논리 습득을 위하여 기초과정을 학습하기 위한 17개의 모델로 작성되었다.","https://image.yes24.com/goods/142808183/L"
"CAD는 잘못이 없다","144168292","https://www.yes24.com/product/goods/144168292","그래픽/디자인/멀티미디어","김한규, 손설 저","BOOKK(부크크)","2025년 03월","48,000","48,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,"POD도서",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""" CAD가 어려우신가요? 처음 시작하는데 어떤 거부터 시작해야 될지 막막하신가요? 직장에서 쓸 건데 처음부터 공부하기는 싫으신가요? 실무경력 10년간 다양한 분야에서 쌓은 노하우를 이 책에 녹여 냈습니다. 처음...","https://image.yes24.com/goods/144168292/L"
"AI포토샵을 활용한 디지털 사진창작 - 초급","143760531","https://www.yes24.com/product/goods/143760531","그래픽/디자인/멀티미디어","임상섭 저","파란사진","2025년 03월","14,000","14,000",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,36,NA,"Y",NA,NA,NA,NA,NA,NA,"누구나 쉽게 볼 수 있는 디지털 사진창작을 위한 입문서어도비의 AI기능과 포토샵을 활용해 창의적인 사진을 제작하는 데 필요한 가장 기본적인 개념과 프로그램 활용법 등을 익힐 수 있다. 중급과 고급으로 넘어가...","https://image.yes24.com/goods/143760531/L"
"숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut)","143492268","https://www.yes24.com/product/goods/143492268","그래픽/디자인/멀티미디어","김근아 저","아티오","2025년 03월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"Start up 스타트업 시리즈",1317,NA,"Y",NA,9,NA,NA,"Y",NA,"남녀노소를 막론하고 온라인 상에서 SNS 취미 생활을 즐기는 사람이 폭발적으로 늘어나고 있다. 『숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut)』은 가장 인기 있는 앱인 캡컷을 이용하여 사진이나 동영상...","https://image.yes24.com/goods/143492268/L"
"THE 포토샵","143268983","https://www.yes24.com/product/goods/143268983","그래픽/디자인/멀티미디어","김은혜 저","길벗","2025년 03월","26,000","23,400","10","10.0","회원리뷰(28건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1455,NA,"Y",NA,20,NA,NA,"Y",NA,"‘포토샵 기본 기능, 실무 예제, AI를 활용한 트렌디한 작업 방법까지!’『THE 포토샵』으로 더 놀라워지는 포토샵 실력과 더 시선을 사로잡는 디자인 결과물더 단단해지는 포토샵 기본기를 익히세요. AI를 활용한 ...","https://image.yes24.com/goods/143268983/L"
"HI-DI AI ART BOOK 2","144117930","https://www.yes24.com/product/goods/144117930","그래픽/디자인/멀티미디어","박은희, 황지영, 최선희, 최은정, 손선애 저","BOOKK(부크크)","2025년 03월","15,000","15,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"생성형 AI를 활용하여 만든 아트북을 통해 이 책을 읽는 독자들이 영감을 얻어 예술적인 활동을 할 수 있기를 바란다.","https://image.yes24.com/goods/144117930/L"
